Skills,Position
"services web,xml,protocoles de communication,modèle-vue-vue modèle,sqlite,bash,communication,développement java,github,gerrit ,git,manipulation de données,compétences de coordination,coordination d’équipe,développement android,dépannage,intégration de logiciel,débogage,c#,microsoft sql server,php,html,css,js,mysql,django,kafka,json,nodejs,flutter, python,c++,mongodb,gitlab ,windows,android,java,python,c,jira,confluence,phabricator,jenkins,gitlab,nexus,linux",Ingénieur développement logiciels
"services: dns, dhcp, ftp (filezilla), adressage ipv4 et ipv6,system administration,windows server 2003,langages de programmation : java / jee, c++, c, sql, plsql, html,operating systems,project management,team management,team leadership,career development coaching,management services it,système d'opération,administrateur systèmes,windows server,leadership d'équipe,gestion d'équipe,gestion de projet",Functional Analyst - ITSM - ServiceNow
"sharepoint,asp.net,java,java enterprise edition,c#,office 365,windows server,microsoft sql server,mysql,oracle,scrum,html,css,javascript,xml,uml,unix,c,c++,feuilles de style en cascade (css)",Senior Software Developer c# .Net
"sharepoint,docusign,microsoft power bi,jira",Software Programmer
"sharepoint,microsoft excel,filezilla,ordonnancement des processus,microsoft sql server,postgresql,entrepôt de données,microsoft power automate,microsoft powerapps,analyse des données,sql,nosql,python (langage de programmation),django,tensorflow,pl/sql,microsoft power bi,flask,keras,matplotlib,opencv,deep learning,extraction de contenu web,adobe photoshop,mongodb,systèmes de recommandation",Business Intelligence Engineer
"sharepoint,microsoft power bi,microsoft excel,sql server management studio,crm microsoft dynamics,oracle sql developer,postgresql,informatique décisionnelle,extraire, transformer, charger (etl),data warehouse,big data,data mining,applications web,science des données,réseau privé virtuel (vpn),sql server integration services (ssis),sql server reporting services (ssrs),microsoft sql server,sql,mysql,r,python,oracle database,mongodb,nosql,.net framework,framework spring,bases de données,uml,git,power bi,java enterprise edition,html,php,json,javascript,api postman,spring boot,asp.net,ajax,jakarta ee,javafx,c++,feuilles de style en cascade (css),android,leadership,services d'analyse,talend,tableau de bord,reporting et création de rapports,framework symfony,architecture mvc,freenas,pfsense,vpn cisco,angular,hadoop",Consultant BI
"sharepoint,microsoft power platform,microsoft dynamics crm,javascript,object-oriented programming (oop),c#,spring framework,sql,.net core,project management,business analysis,programming,analytical skills,python (programming language),visual basic for applications (vba),enterprise javabeans (ejb),r,arduino,.net framework,mysql,asp.net,microsoft azure,docker ,english,french,psim,proteus,mikroc,javabeans,kubernetes,html,rest apis",Microsoft Dynamics 365 Technical Consultant
"shell scripting,itil,unix,telecommunications,3g,gsm,hp-ux,cloud computing,applications dans le cloud,mysql,red hat linux,cisco technologies,solaris,linux,télécommunications,cti,troubleshooting,sip,genesys,script shell",Expert Solution Genesys
"site web réactif,angular,.net framework,django,python,java,mysql,javascript,c++,linux,c#,css3,eclipse,photography,c,windows,sql,network security,php,microsoft office,team leadership,netbeans,html,html 5,powerpoint,tcp/ip,unix,uml,ubuntu,agile methodologies,agility,j2me,kanban,microsoft excel,microsoft word,social networking,wamp,myspace,packet tracer,matlab,codeblocks,html5,team foundation server (tfs),anglais professionnel,git,api web asp.net,asp.net mvc,scrum,méthodes agiles,intégration",Développeuse Full stack .Net/ Angular
"snowflake,sap infra ,powerbi,web scraping ,sap erp,sap basis,sap bw,sap bi,documentation,sap hana,ibm db2,oracle database,microsoft azure,azure cosmos db,azure data analyst,azure databricks,azure data factory,azure data lake,entrepôt de données,extract, transform, load (etl),hadoop,spark ,java,python,gestion de projet,compétences analytiques,sql server integration services (ssis),javascript,php,pl/sql,sql server reporting services (ssrs),microsoft powerpoint,microsoft word,microsoft excel,qlikview,.net framework,sql,communication,gestion du temps,gestion d’équipe,travail d’équipe,développement personnel,anglais,espagnol,français,ssas,talend,sage erp x3,power bi,adobe illustrator,adobe xd",Consultant SAP Basis
"soap,restful webservices,cppunit,poco,openssl,c++,linux,jira,gsoap,nosql,sql,transport layer security (tls),c/c++,object-oriented programming (oop),data analysis,big data",Software Developer C/C++
"soapui,web services api,oracle sql developer,sql,requirements analysis,resolving issues,jmeter,confluence,sharepoint,toad,postman api,test planning,qualité de service,planification des tests,assurances,assurance qualité logiciel,méthodes agiles,expérience client,stress management,customer support,zephyr,test cases,testing,black box testing,analytical skills,test scripts,business analytics,life insurance,disability insurance,kpi dashboards,customer service,anomaly detection,bug tracking,microsoft office,quality assurance,regression testing,jira,process improvement,finance",Business Analyst
"social media,teaching,java,javascript,sql,html,gestion de projet,microsoft office,c++,angular material",Co Organizer
"software craftsmanship,agility,domain-driven design (ddd),test driven development,software development,web development,devops,typescript,kubernetes,nestjs,vue.js,linux,html,javascript,git,docker",Software Developer
"software design,automotive engineering,automotive diagnostics,angular,angularjs,react native,laravel,php,c++,english,communication,strategy,problem solving,french,arabic,adobe photoshop",Software Designer
"software development,cross-platform development,mobile application development,nosql,mongodb,ios,dart,mobile applications,qt,qml,c++,yocto project,raspberry pi,linux,développement ios,android development,spring security,cascading style sheets (css),javascript,spring mvc,restful webservices,java,json,android sdk,android,flutter,swiftui,node.js,kotlin,machine learning,spring boot,python ,.net core,angular,adobe photoshop,adobe after effects,adobe premiere pro",Research Development Software Engineer
"software development,embedded c,embedded devices,embedded software,design consulting,software consulting,c (programming language),assembly language,c++,web development,front-end development,back-end web development,adobe xd,javascript",Embedded Software Engineer
"software development,web development,engineering,user experience,web services,web applications,mobile applications,scrum,angular,node.js,javascript,html5,git,json,sql,xml,react.js,react-native,mongodb,linux,jira,base de données,ngrx,express.js",Software Development Engineer
"software project management,business analysis,product development,web development,program development,backlog management,sprint backlog,project planning,management,développeurs,applications web,angularjs,node.js,mongodb,mean stack,full stack,html5,ionic framework,asp.net,adobe photoshop,soa,javascript,android,symfony,css,c++,c#,outils uml,web design,php,c,java,sql,mysql,big data,python,nosql,apache spark,feuilles de style en cascade (css),laravel,vuejs,git,scrum,express.js,communication,méthodes agiles,gestion de projet,product owner,gestion de projet agile,agile methodologies",Product Owner
"software solution architecture,spring boot,microservices,continuous integration and continuous delivery (ci/cd),clean coding,devops,craftsmanship,domain-driven design (ddd),javascript,php,mysql,java,flash,flex,netbeans,html 5,actionscript,flex builder,eclipse,uml,git,web services,web applications,node.js,javabeans,j2ee,jboss application server,jpa,java application development,j2me development,php frameworks,red hat linux,centos,github,entity framework,codeigniter,kinect,rest,papervision3d,flash games,symphony,amfphp,red5,multiplayer,puremvc,social game development,leadership technique,html5,framework spring,kubernetes",Technical Lead
"soket io,webrtc,css3,bootstrap,angular11,html5,bootstrap4,oracle database,git,mongodb,nosql,react.js,angularjs,node.js,express.js,symfony4,spring boot,laravel,angular,conception web,adobe photoshop,framework spring,travail d’équipe,résolution de problèmes,phpmyadmin",Ingénieur Full Stack
"solidworks,5s,microsoft windows,catia,microsoft office,matlab,5m,turbo",Software Developer
"solidworks,catia",Ingénieur technico-commercial
"solidworks,catia,ingénierie,amélioration continue,aérospatiale,avion,aéronautique,automobile",Aircraft Coordinator
"solidworks,kaizen,kanban,contrôle qualité,matlab,lean manufacturing,outils lean,sql,management,gestion de la maintenance,assurance qualité,lean,outils de contrôle qualité,project management body of knowledge (pmbok),pmp,gestion de projet",Ingénieur Test et validation FOTA
"solidworks,labview,eagle,catia,pspice,matlab,coocox,psim,tia portal,gx developer,altium designer,gmao,wincc flexible,arduino,vhdl,python,labwindows,amdec,5s,lean manufacturing,sap erp,uml,html5,mysql,raspberry pi,xilinx ise,simatic wincc,automates programmables industriels en langage ladder,conception de circuit imprimé,eagle pcb,langage ladder","Chargé de projet, Automation"
"solidworks,lean manufacturing,amélioration continue,catia,ms project,gestion de projet,planification stratégique,ingénierie,planification de projets,kaizen,5s,conception de produit,génie mécanique,gestion de la qualité,manufacture,Électronique,six sigma,simulations,change management,conception assistée par ordinateur (cad),amdec,microsoft excel,microsoft powerpoint,microsoft word,matlab,microsoft office,autocad,sap erp,leadership,management,service client,négociations,gestion d’équipe,formation,parler en public,leadership d’équipe,anglais,altium,stm32,tia portal,flexim",Ingénieur projets chez Airbus
